shipment_id,po_id,supplier_id,supplier_name,material_id,material_name,vessel_name,departure_date,eta_date,actual_arrival_date,port_congestion_index,eta_delay_days,congestion_risk
SHP2860,PO2744,SUP001,AlphaSteel,MAT103,Steel Bar,MV Titan,2025-11-19,2025-11-30,2025-12-21,61,21,Medium
SHP2941,PO2971,SUP003,CoreSteel,MAT103,Steel Bar,MV OceanStar,2025-11-20,2025-12-12,2025-12-11,64,-1,Medium
SHP2721,PO2898,SUP002,BetaMetals,MAT102,Steel Plate,MV OceanStar,2025-11-21,2025-12-14,2025-12-12,45,-2,Low
SHP2402,PO1281,SUP003,CoreSteel,MAT101,Steel Rod,MV Titan,2025-11-22,2025-12-16,2025-12-21,69,5,Medium
SHP2571,PO2841,SUP002,BetaMetals,MAT104,Steel Sheet,MV Titan,2025-11-23,2025-12-03,2025-12-15,73,12,Medium
SHP3163,PO1189,SUP005,PrimeSteel,MAT100,Steel Coil,MV Horizon,2025-11-24,2025-12-08,2025-12-26,78,18,Medium
SHP2938,PO1052,SUP002,BetaMetals,MAT104,Steel Sheet,MV Horizon,2025-11-25,2025-12-19,2025-12-08,69,-11,Medium
SHP2256,PO2194,SUP002,BetaMetals,MAT102,Steel Plate,MV OceanStar,2025-11-27,2025-12-12,2025-12-25,42,13,Low
SHP2078,PO2268,SUP004,DeltaIron,MAT104,Steel Sheet,MV Titan,2025-11-28,2025-12-11,2025-12-29,50,18,Low
SHP2574,PO1123,SUP004,DeltaIron,MAT100,Steel Coil,MV Horizon,2025-11-29,2025-12-19,2026-01-02,79,14,Medium
SHP2124,PO2837,SUP005,PrimeSteel,MAT102,Steel Plate,MV Titan,2025-11-30,2025-12-16,2025-12-25,78,9,Medium
SHP3031,PO1794,SUP004,DeltaIron,MAT101,Steel Rod,MV Titan,2025-12-01,2025-12-15,2025-12-15,61,0,Medium
SHP3026,PO2213,SUP002,BetaMetals,MAT103,Steel Bar,MV Titan,2025-12-04,2025-12-14,2025-12-18,65,4,Medium
SHP2986,PO1940,SUP003,CoreSteel,MAT101,Steel Rod,MV Horizon,2025-12-05,2025-12-25,2025-12-29,71,4,Medium
SHP2257,PO1997,SUP004,DeltaIron,MAT100,Steel Coil,MV Horizon,2025-12-06,2025-12-18,2025-12-28,71,10,Medium
SHP2498,PO2165,SUP003,CoreSteel,MAT102,Steel Plate,MV Horizon,2025-12-07,2025-12-25,2025-12-29,87,4,High
SHP2732,PO2962,SUP005,PrimeSteel,MAT101,Steel Rod,MV OceanStar,2025-12-08,2025-12-26,2026-01-06,59,11,Low
SHP2151,PO2632,SUP003,CoreSteel,MAT101,Steel Rod,MV OceanStar,2025-12-09,2026-01-01,2025-12-25,47,-7,Low
SHP3098,PO2076,SUP004,DeltaIron,MAT103,Steel Bar,MV Horizon,2025-12-10,2025-12-28,2026-01-05,67,8,Medium
SHP2437,PO1703,SUP004,DeltaIron,MAT100,Steel Coil,MV OceanStar,2025-12-12,2025-12-24,2025-12-29,77,5,Medium
SHP3473,PO2020,SUP002,BetaMetals,MAT104,Steel Sheet,MV Titan,2025-12-13,2026-01-03,2026-01-05,64,2,Medium
SHP2817,PO2736,SUP003,CoreSteel,MAT101,Steel Rod,MV OceanStar,2025-12-14,2026-01-03,2025-12-28,72,-6,Medium
SHP2717,PO1634,SUP003,CoreSteel,MAT102,Steel Plate,MV OceanStar,2025-12-15,2026-01-01,2026-01-07,86,6,High
SHP2253,PO1668,SUP005,PrimeSteel,MAT103,Steel Bar,MV Titan,2025-12-16,2025-12-30,2026-01-19,68,20,Medium
SHP2017,PO2805,SUP001,AlphaSteel,MAT103,Steel Bar,MV Horizon,2025-12-18,2026-01-08,2026-01-14,79,6,Medium
SHP2030,PO1734,SUP003,CoreSteel,MAT100,Steel Coil,MV Titan,2025-12-19,2026-01-03,2026-01-21,63,18,Medium
SHP3039,PO2375,SUP004,DeltaIron,MAT102,Steel Plate,MV OceanStar,2025-12-20,2025-12-31,2026-01-05,44,5,Low
SHP3075,PO2837,SUP005,PrimeSteel,MAT104,Steel Sheet,MV OceanStar,2025-12-21,2026-01-02,2026-01-24,87,22,High
SHP2667,PO1446,SUP001,AlphaSteel,MAT101,Steel Rod,MV OceanStar,2025-12-23,2026-01-04,2026-01-15,78,11,Medium
SHP2043,PO1089,SUP005,PrimeSteel,MAT101,Steel Rod,MV Titan,2025-12-25,2026-01-04,2026-01-24,45,20,Low
SHP3368,PO1695,SUP004,DeltaIron,MAT101,Steel Rod,MV OceanStar,2025-12-26,2026-01-15,2026-01-16,65,1,Medium
SHP2051,PO2618,SUP005,PrimeSteel,MAT101,Steel Rod,MV Horizon,2025-12-28,2026-01-07,2026-01-11,68,4,Medium
SHP2135,PO2977,SUP004,DeltaIron,MAT101,Steel Rod,MV Horizon,2025-12-29,2026-01-10,2026-01-17,62,7,Medium
SHP2752,PO2256,SUP003,CoreSteel,MAT101,Steel Rod,MV Titan,2025-12-30,2026-01-20,2026-01-30,66,10,Medium
SHP2172,PO1153,SUP004,DeltaIron,MAT102,Steel Plate,MV Titan,2025-12-31,2026-01-11,2026-01-28,65,17,Medium
SHP3022,PO2013,SUP005,PrimeSteel,MAT104,Steel Sheet,MV Titan,2026-01-01,2026-01-11,2026-01-13,93,2,High
SHP3114,PO2540,SUP003,CoreSteel,MAT100,Steel Coil,MV OceanStar,2026-01-02,2026-01-19,2026-01-14,43,-5,Low
SHP3117,PO1428,SUP003,CoreSteel,MAT104,Steel Sheet,MV OceanStar,2026-01-03,2026-01-23,2026-02-02,82,10,High
SHP2778,PO1944,SUP004,DeltaIron,MAT102,Steel Plate,MV Titan,2026-01-04,2026-01-17,2026-01-24,75,7,Medium
SHP2539,PO2068,SUP003,CoreSteel,MAT101,Steel Rod,MV Horizon,2026-01-07,2026-01-19,2026-01-23,69,4,Medium
SHP3401,PO1866,SUP002,BetaMetals,MAT102,Steel Plate,MV OceanStar,2026-01-08,2026-01-23,2026-02-08,61,16,Medium
SHP3441,PO1510,SUP005,PrimeSteel,MAT104,Steel Sheet,MV Horizon,2026-01-09,2026-01-26,2026-02-05,58,10,Low
SHP2331,PO2908,SUP003,CoreSteel,MAT103,Steel Bar,MV Horizon,2026-01-10,2026-01-31,2026-01-31,41,0,Low
SHP2158,PO1077,SUP004,DeltaIron,MAT100,Steel Coil,MV Titan,2026-01-12,2026-01-24,2026-02-04,74,11,Medium
SHP2647,PO1964,SUP001,AlphaSteel,MAT102,Steel Plate,MV OceanStar,2026-01-13,2026-01-31,2026-02-08,89,8,High
SHP2831,PO1252,SUP005,PrimeSteel,MAT101,Steel Rod,MV Titan,2026-01-14,2026-02-07,2026-01-30,45,-8,Low
SHP2181,PO1771,SUP005,PrimeSteel,MAT100,Steel Coil,MV Titan,2026-01-15,2026-02-05,2026-01-29,54,-7,Low
SHP2013,PO1459,SUP001,AlphaSteel,MAT103,Steel Bar,MV OceanStar,2026-01-16,2026-01-29,2026-01-30,65,1,Medium
SHP2058,PO1452,SUP002,BetaMetals,MAT104,Steel Sheet,MV Titan,2026-01-17,2026-01-31,2026-02-20,63,20,Medium
SHP2446,PO2740,SUP001,AlphaSteel,MAT102,Steel Plate,MV Horizon,2026-01-19,2026-02-02,2026-02-13,53,11,Low
SHP2711,PO1770,SUP002,BetaMetals,MAT102,Steel Plate,MV Horizon,2026-01-20,2026-02-02,2026-02-16,67,14,Medium
SHP3406,PO1654,SUP003,CoreSteel,MAT101,Steel Rod,MV OceanStar,2026-01-22,2026-02-11,2026-02-20,85,9,High
SHP2127,PO1652,SUP005,PrimeSteel,MAT103,Steel Bar,MV Horizon,2026-01-23,2026-02-14,2026-02-26,86,12,High
SHP2169,PO2495,SUP005,PrimeSteel,MAT103,Steel Bar,MV OceanStar,2026-01-24,2026-02-12,2026-02-22,57,10,Low
SHP3226,PO2048,SUP001,AlphaSteel,MAT100,Steel Coil,MV Horizon,2026-01-26,2026-02-08,2026-02-08,77,0,Medium
SHP2297,PO1765,SUP005,PrimeSteel,MAT104,Steel Sheet,MV Titan,2026-01-27,2026-02-12,2026-02-18,47,6,Low
SHP2327,PO2478,SUP001,AlphaSteel,MAT104,Steel Sheet,MV OceanStar,2026-01-28,2026-02-10,2026-02-14,69,4,Medium
SHP3081,PO2747,SUP005,PrimeSteel,MAT100,Steel Coil,MV Horizon,2026-01-29,2026-02-21,2026-02-10,60,-11,Low
SHP3485,PO2009,SUP003,CoreSteel,MAT101,Steel Rod,MV Horizon,2026-01-30,2026-02-21,2026-02-20,94,-1,High
SHP2323,PO2441,SUP001,AlphaSteel,MAT101,Steel Rod,MV Titan,2026-01-31,2026-02-17,2026-02-24,79,7,Medium
SHP3417,PO2195,SUP004,DeltaIron,MAT104,Steel Sheet,MV OceanStar,2026-02-01,2026-02-19,2026-03-07,46,16,Low
SHP3455,PO1400,SUP005,PrimeSteel,MAT100,Steel Coil,MV Titan,2026-02-02,2026-02-19,2026-03-01,81,10,High
SHP2314,PO2178,SUP003,CoreSteel,MAT103,Steel Bar,MV Horizon,2026-02-03,2026-02-27,2026-02-25,67,-2,Medium
SHP2332,PO2288,SUP003,CoreSteel,MAT101,Steel Rod,MV OceanStar,2026-02-04,2026-02-16,2026-02-18,70,2,Medium
SHP2799,PO1880,SUP004,DeltaIron,MAT100,Steel Coil,MV Horizon,2026-02-05,2026-02-22,2026-02-19,72,-3,Medium
SHP2597,PO2212,SUP003,CoreSteel,MAT104,Steel Sheet,MV Titan,2026-02-06,2026-02-19,2026-03-09,86,18,High
SHP2491,PO1107,SUP003,CoreSteel,MAT102,Steel Plate,MV OceanStar,2026-02-07,2026-02-26,2026-03-12,51,14,Low
SHP2221,PO1282,SUP001,AlphaSteel,MAT102,Steel Plate,MV Titan,2026-02-08,2026-02-28,2026-02-20,86,-8,High
SHP2237,PO2117,SUP002,BetaMetals,MAT104,Steel Sheet,MV OceanStar,2026-02-09,2026-03-02,2026-03-06,86,4,High
SHP3089,PO2116,SUP005,PrimeSteel,MAT103,Steel Bar,MV OceanStar,2026-02-10,2026-03-05,2026-03-09,40,4,Low
SHP3322,PO2165,SUP005,PrimeSteel,MAT103,Steel Bar,MV Titan,2026-02-11,2026-02-22,2026-03-15,72,21,Medium
SHP2107,PO2494,SUP005,PrimeSteel,MAT103,Steel Bar,MV OceanStar,2026-02-12,2026-02-24,2026-03-06,90,10,High
SHP2946,PO2584,SUP004,DeltaIron,MAT101,Steel Rod,MV OceanStar,2026-02-13,2026-02-23,2026-03-14,88,19,High
SHP2853,PO2262,SUP003,CoreSteel,MAT100,Steel Coil,MV OceanStar,2026-02-15,2026-03-05,2026-03-02,82,-3,High
SHP2637,PO2685,SUP001,AlphaSteel,MAT101,Steel Rod,MV OceanStar,2026-02-18,2026-03-02,2026-03-23,47,21,Low
SHP3247,PO2358,SUP004,DeltaIron,MAT100,Steel Coil,MV Titan,2026-02-19,2026-03-02,2026-03-07,94,5,High
SHP2259,PO1392,SUP002,BetaMetals,MAT100,Steel Coil,MV OceanStar,2026-02-21,2026-03-07,2026-03-23,72,16,Medium
SHP2614,PO1184,SUP004,DeltaIron,MAT101,Steel Rod,MV Horizon,2026-02-22,2026-03-08,2026-03-24,45,16,Low
SHP2901,PO2501,SUP005,PrimeSteel,MAT101,Steel Rod,MV Titan,2026-02-23,2026-03-05,2026-03-16,48,11,Low
SHP2054,PO2717,SUP002,BetaMetals,MAT102,Steel Plate,MV Horizon,2026-02-24,2026-03-12,2026-03-13,60,1,Low
SHP2985,PO1665,SUP003,CoreSteel,MAT101,Steel Rod,MV Horizon,2026-02-25,2026-03-09,2026-03-24,63,15,Medium
SHP2963,PO1266,SUP003,CoreSteel,MAT103,Steel Bar,MV Horizon,2026-02-26,2026-03-20,2026-03-17,77,-3,Medium
SHP2822,PO2475,SUP004,DeltaIron,MAT103,Steel Bar,MV Horizon,2026-02-27,2026-03-14,2026-03-19,70,5,Medium
SHP3396,PO1157,SUP002,BetaMetals,MAT101,Steel Rod,MV Titan,2026-02-28,2026-03-18,2026-03-21,52,3,Low
SHP2093,PO2607,SUP003,CoreSteel,MAT104,Steel Sheet,MV Horizon,2026-03-01,2026-03-16,2026-03-27,43,11,Low
SHP2148,PO1258,SUP002,BetaMetals,MAT101,Steel Rod,MV Horizon,2026-03-03,2026-03-21,2026-03-24,53,3,Low
SHP2952,PO1015,SUP003,CoreSteel,MAT104,Steel Sheet,MV OceanStar,2026-03-04,2026-03-20,2026-03-29,62,9,Medium
SHP2535,PO2934,SUP004,DeltaIron,MAT101,Steel Rod,MV OceanStar,2026-03-05,2026-03-24,2026-03-18,47,-6,Low
SHP2551,PO1716,SUP002,BetaMetals,MAT103,Steel Bar,MV Horizon,2026-03-08,2026-03-31,2026-03-31,57,0,Low
SHP3023,PO1705,SUP002,BetaMetals,MAT102,Steel Plate,MV OceanStar,2026-03-09,2026-04-02,2026-03-24,88,-9,High
SHP3150,PO2910,SUP005,PrimeSteel,MAT103,Steel Bar,MV OceanStar,2026-03-10,2026-03-30,2026-03-26,66,-4,Medium
SHP2204,PO2393,SUP004,DeltaIron,MAT100,Steel Coil,MV Horizon,2026-03-11,2026-03-26,2026-03-27,84,1,High
SHP3063,PO1524,SUP005,PrimeSteel,MAT103,Steel Bar,MV Titan,2026-03-12,2026-04-02,2026-04-03,81,1,High
SHP2770,PO1027,SUP003,CoreSteel,MAT100,Steel Coil,MV Titan,2026-03-13,2026-04-04,2026-04-01,44,-3,Low
SHP2801,PO2400,SUP005,PrimeSteel,MAT103,Steel Bar,MV Horizon,2026-03-14,2026-03-29,2026-04-17,74,19,Medium
SHP2044,PO2426,SUP002,BetaMetals,MAT104,Steel Sheet,MV Titan,2026-03-16,2026-04-04,2026-03-29,84,-6,High
SHP2729,PO1996,SUP002,BetaMetals,MAT104,Steel Sheet,MV Titan,2026-03-17,2026-04-09,2026-04-03,83,-6,High
SHP2645,PO2008,SUP002,BetaMetals,MAT100,Steel Coil,MV OceanStar,2026-03-18,2026-04-08,2026-04-03,93,-5,High
SHP2341,PO1204,SUP001,AlphaSteel,MAT101,Steel Rod,MV Horizon,2026-03-19,2026-04-10,2026-04-01,46,-9,Low
SHP2376,PO2488,SUP002,BetaMetals,MAT103,Steel Bar,MV OceanStar,2026-03-20,2026-04-13,2026-04-22,67,9,Medium
SHP3425,PO1447,SUP002,BetaMetals,MAT102,Steel Plate,MV OceanStar,2026-03-21,2026-04-14,2026-04-04,55,-10,Low
SHP2883,PO1279,SUP004,DeltaIron,MAT100,Steel Coil,MV OceanStar,2026-03-22,2026-04-07,2026-04-04,40,-3,Low
SHP2412,PO2770,SUP005,PrimeSteel,MAT104,Steel Sheet,MV OceanStar,2026-03-23,2026-04-09,2026-04-05,82,-4,High
SHP3203,PO1668,SUP002,BetaMetals,MAT103,Steel Bar,MV Titan,2026-03-24,2026-04-07,2026-04-18,74,11,Medium
SHP2777,PO1092,SUP004,DeltaIron,MAT103,Steel Bar,MV Horizon,2026-03-25,2026-04-07,2026-04-12,62,5,Medium
SHP3038,PO2669,SUP003,CoreSteel,MAT101,Steel Rod,MV Titan,2026-03-26,2026-04-15,2026-04-25,90,10,High
SHP2428,PO2992,SUP005,PrimeSteel,MAT102,Steel Plate,MV Titan,2026-03-28,2026-04-12,2026-04-22,45,10,Low
SHP3281,PO1495,SUP002,BetaMetals,MAT102,Steel Plate,MV Titan,2026-03-29,2026-04-22,2026-04-29,89,7,High
SHP2176,PO2426,SUP001,AlphaSteel,MAT103,Steel Bar,MV Titan,2026-03-30,2026-04-23,2026-04-12,82,-11,High
SHP3109,PO2262,SUP004,DeltaIron,MAT102,Steel Plate,MV OceanStar,2026-03-31,2026-04-23,2026-05-03,94,10,High
SHP3471,PO1580,SUP005,PrimeSteel,MAT101,Steel Rod,MV Horizon,2026-04-01,2026-04-11,2026-04-14,64,3,Medium
SHP2286,PO2980,SUP002,BetaMetals,MAT102,Steel Plate,MV Titan,2026-04-02,2026-04-19,2026-04-26,91,7,High
SHP2440,PO2651,SUP001,AlphaSteel,MAT103,Steel Bar,MV OceanStar,2026-04-03,2026-04-18,2026-04-29,45,11,Low
SHP2230,PO1602,SUP001,AlphaSteel,MAT103,Steel Bar,MV OceanStar,2026-04-04,2026-04-14,2026-04-22,51,8,Low
SHP2022,PO2942,SUP003,CoreSteel,MAT101,Steel Rod,MV OceanStar,2026-04-05,2026-04-19,2026-04-27,50,8,Low
SHP2034,PO2352,SUP005,PrimeSteel,MAT103,Steel Bar,MV OceanStar,2026-04-06,2026-04-19,2026-05-05,92,16,High
SHP2048,PO2445,SUP002,BetaMetals,MAT102,Steel Plate,MV OceanStar,2026-04-07,2026-04-25,2026-04-30,87,5,High
SHP3191,PO2912,SUP005,PrimeSteel,MAT100,Steel Coil,MV Horizon,2026-04-08,2026-04-22,2026-04-30,56,8,Low
SHP2953,PO2092,SUP002,BetaMetals,MAT103,Steel Bar,MV OceanStar,2026-04-11,2026-05-04,2026-04-26,55,-8,Low
SHP3067,PO2275,SUP002,BetaMetals,MAT100,Steel Coil,MV Horizon,2026-04-12,2026-04-26,2026-05-03,41,7,Low
SHP3284,PO1444,SUP004,DeltaIron,MAT102,Steel Plate,MV OceanStar,2026-04-13,2026-04-28,2026-04-28,44,0,Low
SHP2764,PO2052,SUP001,AlphaSteel,MAT104,Steel Sheet,MV Horizon,2026-04-14,2026-04-27,2026-05-15,81,18,High
SHP3220,PO2901,SUP003,CoreSteel,MAT102,Steel Plate,MV OceanStar,2026-04-15,2026-05-06,2026-05-07,78,1,Medium
SHP2494,PO1938,SUP005,PrimeSteel,MAT100,Steel Coil,MV Horizon,2026-04-16,2026-05-06,2026-05-14,81,8,High
SHP2924,PO1717,SUP002,BetaMetals,MAT100,Steel Coil,MV Horizon,2026-04-17,2026-05-05,2026-05-14,53,9,Low
SHP2838,PO1381,SUP002,BetaMetals,MAT100,Steel Coil,MV Titan,2026-04-19,2026-05-13,2026-05-18,67,5,Medium
SHP2023,PO2003,SUP005,PrimeSteel,MAT104,Steel Sheet,MV OceanStar,2026-04-20,2026-05-13,2026-05-21,71,8,Medium
SHP2644,PO1094,SUP003,CoreSteel,MAT103,Steel Bar,MV Titan,2026-04-21,2026-05-09,2026-05-07,47,-2,Low
SHP2488,PO1055,SUP003,CoreSteel,MAT100,Steel Coil,MV OceanStar,2026-04-22,2026-05-03,2026-05-22,66,19,Medium
SHP3017,PO1138,SUP005,PrimeSteel,MAT101,Steel Rod,MV Titan,2026-04-23,2026-05-03,2026-05-23,65,20,Medium
SHP2006,PO1211,SUP001,AlphaSteel,MAT103,Steel Bar,MV OceanStar,2026-04-24,2026-05-09,2026-05-22,45,13,Low
SHP2909,PO1481,SUP001,AlphaSteel,MAT101,Steel Rod,MV Titan,2026-04-25,2026-05-13,2026-05-18,66,5,Medium
SHP3363,PO2205,SUP005,PrimeSteel,MAT102,Steel Plate,MV Horizon,2026-04-28,2026-05-20,2026-05-12,80,-8,Medium
SHP2602,PO2676,SUP003,CoreSteel,MAT103,Steel Bar,MV Horizon,2026-04-29,2026-05-19,2026-05-11,42,-8,Low
SHP3318,PO1953,SUP005,PrimeSteel,MAT104,Steel Sheet,MV OceanStar,2026-04-30,2026-05-12,2026-05-17,76,5,Medium
SHP3303,PO2841,SUP004,DeltaIron,MAT100,Steel Coil,MV OceanStar,2026-05-01,2026-05-20,2026-06-01,53,12,Low
SHP3137,PO1300,SUP005,PrimeSteel,MAT101,Steel Rod,MV OceanStar,2026-05-02,2026-05-21,2026-05-16,67,-5,Medium
SHP2786,PO2291,SUP004,DeltaIron,MAT103,Steel Bar,MV Titan,2026-05-05,2026-05-28,2026-06-04,81,7,High
SHP2157,PO1125,SUP001,AlphaSteel,MAT104,Steel Sheet,MV OceanStar,2026-05-07,2026-05-21,2026-05-30,92,9,High
SHP3233,PO1251,SUP005,PrimeSteel,MAT104,Steel Sheet,MV OceanStar,2026-05-10,2026-05-20,2026-06-11,56,22,Low
SHP2612,PO2179,SUP003,CoreSteel,MAT100,Steel Coil,MV Titan,2026-05-12,2026-05-26,2026-05-31,76,5,Medium
SHP2502,PO2944,SUP005,PrimeSteel,MAT104,Steel Sheet,MV Titan,2026-05-13,2026-05-25,2026-06-06,49,12,Low
SHP3283,PO1643,SUP003,CoreSteel,MAT101,Steel Rod,MV OceanStar,2026-05-15,2026-05-29,2026-05-27,82,-2,High
SHP2899,PO1404,SUP003,CoreSteel,MAT101,Steel Rod,MV Horizon,2026-05-17,2026-05-31,2026-06-10,64,10,Medium
SHP2624,PO1559,SUP004,DeltaIron,MAT104,Steel Sheet,MV Titan,2026-05-18,2026-06-04,2026-06-16,40,12,Low
SHP2269,PO1179,SUP002,BetaMetals,MAT102,Steel Plate,MV Titan,2026-05-19,2026-06-09,2026-06-14,81,5,High
SHP3138,PO1644,SUP001,AlphaSteel,MAT100,Steel Coil,MV Horizon,2026-05-20,2026-06-01,2026-06-06,76,5,Medium
SHP2643,PO1383,SUP003,CoreSteel,MAT101,Steel Rod,MV OceanStar,2026-05-21,2026-06-09,2026-06-22,52,13,Low
SHP2814,PO1143,SUP005,PrimeSteel,MAT104,Steel Sheet,MV Horizon,2026-05-22,2026-06-06,2026-06-17,94,11,High
SHP3372,PO2092,SUP001,AlphaSteel,MAT103,Steel Bar,MV Horizon,2026-05-23,2026-06-11,2026-06-20,69,9,Medium
SHP2739,PO2512,SUP003,CoreSteel,MAT100,Steel Coil,MV OceanStar,2026-05-24,2026-06-12,2026-06-11,47,-1,Low
SHP2212,PO2079,SUP001,AlphaSteel,MAT100,Steel Coil,MV OceanStar,2026-05-26,2026-06-07,2026-06-14,42,7,Low
SHP2968,PO2116,SUP005,PrimeSteel,MAT101,Steel Rod,MV Titan,2026-05-27,2026-06-11,2026-06-08,81,-3,High
SHP3236,PO1010,SUP001,AlphaSteel,MAT104,Steel Sheet,MV Titan,2026-05-28,2026-06-17,2026-06-23,87,6,High
SHP2177,PO2945,SUP004,DeltaIron,MAT102,Steel Plate,MV Titan,2026-05-29,2026-06-18,2026-06-26,77,8,Medium
SHP2354,PO2480,SUP001,AlphaSteel,MAT103,Steel Bar,MV Horizon,2026-05-30,2026-06-09,2026-06-17,83,8,High
SHP3090,PO2210,SUP003,CoreSteel,MAT104,Steel Sheet,MV Horizon,2026-05-31,2026-06-14,2026-07-01,92,17,High
SHP2441,PO1142,SUP003,CoreSteel,MAT100,Steel Coil,MV OceanStar,2026-06-01,2026-06-20,2026-06-26,86,6,High
SHP3412,PO2464,SUP003,CoreSteel,MAT100,Steel Coil,MV OceanStar,2026-06-03,2026-06-16,2026-06-19,51,3,Low
SHP2273,PO2997,SUP002,BetaMetals,MAT103,Steel Bar,MV Titan,2026-06-04,2026-06-25,2026-07-05,70,10,Medium
SHP2281,PO2830,SUP001,AlphaSteel,MAT103,Steel Bar,MV Titan,2026-06-05,2026-06-26,2026-07-06,82,10,High
SHP3101,PO1584,SUP005,PrimeSteel,MAT100,Steel Coil,MV OceanStar,2026-06-06,2026-06-23,2026-06-29,85,6,High
SHP2394,PO1839,SUP003,CoreSteel,MAT104,Steel Sheet,MV Titan,2026-06-07,2026-06-17,2026-07-11,61,24,Medium
SHP3312,PO2665,SUP002,BetaMetals,MAT100,Steel Coil,MV Titan,2026-06-09,2026-06-19,2026-06-26,58,7,Low
SHP3047,PO1067,SUP002,BetaMetals,MAT104,Steel Sheet,MV Horizon,2026-06-10,2026-06-25,2026-07-06,65,11,Medium
SHP3317,PO2569,SUP002,BetaMetals,MAT102,Steel Plate,MV OceanStar,2026-06-11,2026-06-25,2026-07-01,71,6,Medium
SHP3073,PO1433,SUP001,AlphaSteel,MAT101,Steel Rod,MV Titan,2026-06-12,2026-07-02,2026-07-12,64,10,Medium
SHP2421,PO1625,SUP004,DeltaIron,MAT104,Steel Sheet,MV Horizon,2026-06-13,2026-07-06,2026-07-11,53,5,Low
SHP2623,PO1858,SUP003,CoreSteel,MAT104,Steel Sheet,MV OceanStar,2026-06-14,2026-07-05,2026-07-08,44,3,Low
SHP2663,PO1681,SUP004,DeltaIron,MAT104,Steel Sheet,MV Titan,2026-06-17,2026-07-05,2026-07-08,45,3,Low
SHP3335,PO2053,SUP001,AlphaSteel,MAT101,Steel Rod,MV Titan,2026-06-19,2026-07-07,2026-07-18,82,11,High
SHP2975,PO1475,SUP003,CoreSteel,MAT100,Steel Coil,MV Titan,2026-06-20,2026-07-03,2026-07-19,93,16,High
SHP2990,PO2499,SUP005,PrimeSteel,MAT104,Steel Sheet,MV OceanStar,2026-06-21,2026-07-14,2026-07-06,69,-8,Medium
SHP2243,PO1052,SUP003,CoreSteel,MAT104,Steel Sheet,MV OceanStar,2026-06-22,2026-07-14,2026-07-05,85,-9,High
SHP2918,PO2043,SUP003,CoreSteel,MAT101,Steel Rod,MV Horizon,2026-06-23,2026-07-16,2026-07-19,73,3,Medium
SHP2882,PO2561,SUP003,CoreSteel,MAT104,Steel Sheet,MV Titan,2026-06-24,2026-07-09,2026-07-06,72,-3,Medium
SHP2781,PO2348,SUP003,CoreSteel,MAT101,Steel Rod,MV OceanStar,2026-06-25,2026-07-12,2026-07-14,51,2,Low
SHP3140,PO2354,SUP005,PrimeSteel,MAT102,Steel Plate,MV Horizon,2026-06-26,2026-07-14,2026-07-27,62,13,Medium
SHP3437,PO2277,SUP001,AlphaSteel,MAT101,Steel Rod,MV Titan,2026-06-28,2026-07-20,2026-07-24,46,4,Low
SHP2100,PO2681,SUP002,BetaMetals,MAT101,Steel Rod,MV OceanStar,2026-06-29,2026-07-22,2026-07-22,92,0,High
SHP2340,PO1559,SUP003,CoreSteel,MAT104,Steel Sheet,MV Titan,2026-07-02,2026-07-26,2026-07-18,81,-8,High
SHP3461,PO1651,SUP005,PrimeSteel,MAT103,Steel Bar,MV Titan,2026-07-03,2026-07-21,2026-07-28,79,7,Medium
SHP2930,PO2340,SUP002,BetaMetals,MAT102,Steel Plate,MV Titan,2026-07-05,2026-07-22,2026-08-05,81,14,High
SHP3297,PO1226,SUP001,AlphaSteel,MAT104,Steel Sheet,MV Titan,2026-07-06,2026-07-21,2026-08-08,51,18,Low
SHP2266,PO2591,SUP003,CoreSteel,MAT102,Steel Plate,MV OceanStar,2026-07-09,2026-08-01,2026-07-21,55,-11,Low
SHP2210,PO2109,SUP004,DeltaIron,MAT104,Steel Sheet,MV Titan,2026-07-10,2026-08-02,2026-07-26,67,-7,Medium
SHP3232,PO2832,SUP004,DeltaIron,MAT104,Steel Sheet,MV Titan,2026-07-11,2026-07-21,2026-07-27,74,6,Medium
SHP3344,PO1369,SUP001,AlphaSteel,MAT100,Steel Coil,MV Titan,2026-07-12,2026-07-31,2026-08-02,41,2,Low
SHP2823,PO2728,SUP004,DeltaIron,MAT101,Steel Rod,MV Horizon,2026-07-13,2026-07-25,2026-08-10,83,16,High
SHP2053,PO1842,SUP002,BetaMetals,MAT102,Steel Plate,MV OceanStar,2026-07-15,2026-07-30,2026-07-27,62,-3,Medium
SHP2080,PO2417,SUP003,CoreSteel,MAT103,Steel Bar,MV Titan,2026-07-18,2026-08-02,2026-08-14,50,12,Low
SHP2660,PO1072,SUP004,DeltaIron,MAT103,Steel Bar,MV Titan,2026-07-19,2026-08-06,2026-08-16,42,10,Low
SHP3499,PO1641,SUP001,AlphaSteel,MAT101,Steel Rod,MV OceanStar,2026-07-20,2026-08-12,2026-08-15,93,3,High
SHP2338,PO2720,SUP005,PrimeSteel,MAT104,Steel Sheet,MV Horizon,2026-07-21,2026-08-05,2026-08-20,51,15,Low
SHP2410,PO1611,SUP002,BetaMetals,MAT104,Steel Sheet,MV Titan,2026-07-22,2026-08-01,2026-08-10,56,9,Low
SHP2845,PO1501,SUP005,PrimeSteel,MAT103,Steel Bar,MV Horizon,2026-07-23,2026-08-13,2026-08-17,62,4,Medium
